occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
868	872	27	1	0x3F1	0xB3	290265	0x3F2	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
869	872	27	1	0x3F2	0xCA	290325	0x3F5	150	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
870	872	27	1	0x3F5	0xDD	290475	0x3F9	300	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
871	872	27	1	0x3F9	0xC0	290775	0x3FA	75	return	not_taken	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
872	872	27	1	0x3FA	0x26	290850	0x3FC	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
873	872	27	1	0x3FC	0xDD	290955	0x3FF	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
874	872	27	1	0x3FF	0xCB	291240	0x401	120	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
875	872	27	1	0x401	0x28	291360	0x405	180	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
876	872	27	1	0x405	0x19	291540	0x406	165	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
877	872	27	1	0x406	0x4C	291705	0x407	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
878	872	27	1	0x407	0xDD	291765	0x40A	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
879	872	27	1	0x40A	0xE6	292050	0x40C	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
880	872	27	1	0x40C	0xC6	292155	0x40E	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
881	872	27	1	0x40E	0xD7	292260	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
882	872	27	1	0x10	0xDD	292425	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
883	872	27	1	0x14	0x28	292725	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
884	872	27	1	0x16	0x18	292830	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
885	872	27	1	0x28	0xF5	293010	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
886	872	27	1	0x29	0xCF	293175	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
887	872	27	1	0x8	0x3A	293340	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
888	872	27	1	0xB	0x87	293535	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
889	872	27	1	0xC	0x38	293595	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
890	872	27	1	0xE	0xC9	293700	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
891	872	27	1	0x2A	0xF1	293850	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
892	872	27	1	0x2B	0x32	294000	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
893	872	27	1	0x2E	0xF5	294195	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
894	872	27	1	0x2F	0xCF	294360	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
895	872	27	1	0x8	0x3A	294525	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
896	872	27	1	0xB	0x87	294720	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
897	872	27	1	0xC	0x38	294780	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
898	872	27	1	0xE	0xC9	294885	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
899	872	27	1	0x30	0x79	295035	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
900	872	27	1	0x31	0x32	295095	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
901	872	28	1	0x34	0xF1	295290	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
902	872	28	1	0x35	0xC9	295440	0x40F	150	return	target=0x40F	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
903	872	28	1	0x40F	0x4D	295590	0x410	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
904	872	28	1	0x410	0xD6	295650	0x412	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
905	872	28	1	0x412	0xD7	295755	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
906	872	28	1	0x10	0xDD	295920	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
907	872	28	1	0x14	0x28	296220	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
908	872	28	1	0x16	0x18	296325	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
909	872	28	1	0x28	0xF5	296505	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
910	872	28	1	0x29	0xCF	296670	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
911	872	28	1	0x8	0x3A	296835	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
912	872	28	1	0xB	0x87	297030	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
913	872	28	1	0xC	0x38	297090	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
914	872	28	1	0xE	0xC9	297195	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
915	872	28	1	0x2A	0xF1	297345	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
916	872	28	1	0x2B	0x32	297495	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
917	872	28	1	0x2E	0xF5	297690	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
918	872	28	1	0x2F	0xCF	297855	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
919	872	28	1	0x8	0x3A	298020	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
920	872	28	1	0xB	0x87	298215	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
921	872	28	1	0xC	0x38	298275	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
922	872	28	1	0xE	0xC9	298380	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
923	872	28	1	0x30	0x79	298530	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
924	872	28	1	0x31	0x32	298590	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
925	872	29	1	0x34	0xF1	298785	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
926	872	29	1	0x35	0xC9	298935	0x413	150	return	target=0x413	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
927	872	29	1	0x413	0xC9	299085	0x246	150	return	target=0x246	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
928	872	29	1	0x246	0xCD	299235	0xC46	255	call	target=0xC46	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
929	872	29	1	0xC46	0xDD	299490	0xC49	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
930	872	29	1	0xC49	0xE6	299775	0xC4B	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
931	872	29	1	0xC4B	0xC0	299880	0xC4C	75	return	not_taken	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
932	872	29	1	0xC4C	0xDD	299955	0xC4F	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
933	872	29	1	0xC4F	0xF6	300240	0xC51	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
934	872	29	1	0xC51	0x4F	300345	0xC52	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
935	872	29	1	0xC52	0x3E	300405	0xC54	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
936	872	29	1	0xC54	0xDF	300510	0x18	165	call	target=0x18	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
937	872	29	1	0x18	0xF5	300675	0x19	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
938	872	29	1	0x19	0xCF	300840	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
939	872	29	1	0x8	0x3A	301005	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
940	872	29	1	0xB	0x87	301200	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
941	872	29	1	0xC	0x38	301260	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
942	872	29	1	0xE	0xC9	301365	0x1A	150	return	target=0x1A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
943	872	29	1	0x1A	0xF1	301515	0x1B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
944	872	29	1	0x1B	0x32	301665	0x1E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
945	872	29	1	0x1E	0xF5	301860	0x1F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
946	872	29	1	0x1F	0xCF	302025	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
947	872	29	1	0x8	0x3A	302190	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
948	872	29	1	0xB	0x87	302385	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
949	872	29	1	0xC	0x38	302445	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
950	872	29	1	0xE	0xC9	302550	0x20	150	return	target=0x20	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
951	872	29	1	0x20	0x79	302700	0x21	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
952	872	29	1	0x21	0x32	302760	key_on	key_on	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
